,RegionID,SizeRank,RegionType,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,City ,State,house_type,cost_percentile_range
10,395057,11,Msa,218776,219777,221340,225643,231220,236203,240629,244271,248902,253132,257606,262063,265529,268965,273042,277902,282035,284894,287211,289433,291350,292778,294277,295015,295484,296178,297599,300251,303000,306778,310496,314354,317562,320313,322913,325232,327425,329789,332197,334716,336526,338280,340246,343396,346871,351087,354680,358464,362758,368110,374862,381336,388259,395072,402171,408585,415289,421613,428678,435576,442923,450786,458559,467042,474921,482370,488437,494432,500193,506366,510526,513930,516196,519509,522522,524077,523534,522640,521589,521251,519128,516848,515761,515609,517109,514285,511806,508008,504450,500078,495975,492650,488820,482538,476397,468311,463120,458414,453518,447325,440300,433592,425884,417224,408165,400076,391884,386189,376738,371146,365382,362084,357605,356047,354195,350525,345799,345543,349221,354031,358168,360083,360977,360995,362296,361865,359822,357783,355519,354039,351778,348952,346733,343766,341974,339175,335814,331727,330236,328019,327424,324909,323657,322604,321130,320465,319956,321497,325024,330245,333882,338357,341860,347811,354441,362273,371879,380197,390092,399694,411287,421135,429641,436111,442365,449235,457503,467441,474793,482228,485064,488624,488537,488409,488113,490682,494656,499574,504268,509509,San Francisco,CA,Condo,lower
11,394532,12,Msa,69549,69724,70037,70600,71255,71914,72616,73245,73781,74328,74996,75650,76238,76675,77104,77522,78011,78466,78914,79378,79870,80282,80600,80918,81310,81666,81959,82155,82347,82617,82843,83135,83342,83674,83954,84276,84558,84865,85062,85349,85683,86058,86323,86593,86877,87249,87581,87919,88257,88472,88734,88876,89122,89353,89637,89913,90171,90428,90643,90868,91134,91346,91545,91716,91952,92117,92225,92387,92596,92814,92974,93153,93353,93537,93641,93642,93600,93504,93386,93170,92875,92501,92153,91762,91288,90738,90168,89719,89182,88694,88110,87562,86710,85665,84692,83973,83268,82265,80816,78961,76943,74950,72507,69847,67425,65969,64664,62865,60162,57569,55211,53727,52519,51572,51001,50363,49735,48630,47713,46833,46432,45870,45521,45179,45166,45367,45232,44968,44453,44037,43467,42905,42333,41934,41537,41073,40642,40221,39898,39736,39703,39704,39669,39595,39588,39537,39757,39939,40324,40713,41279,41634,41890,42223,42609,42972,43252,43763,44410,45171,45964,46801,47732,48695,49695,50614,51412,52229,53059,53841,54476,55022,55581,56227,56762,57102,57252,57480,57754,58062,Detroit,MI,Condo,lower
12,395025,13,Msa,92359,92840,93252,94091,94855,95656,96430,97345,98247,99230,100136,101056,102002,102787,103725,104635,105667,106668,107844,109187,110425,111528,112549,113659,114654,115507,116288,117179,118311,119807,121461,123483,125473,127424,129259,130938,132640,133970,135536,137429,139832,142237,144611,147206,149726,152522,155200,157997,160370,163099,166402,170103,173823,178214,183271,189594,194757,199691,203312,208395,212407,217173,220737,226328,230255,234644,238303,243109,247989,252372,256124,259180,262248,265187,268506,271342,273965,276201,277889,279268,280260,280963,281216,280983,280789,281166,280593,279355,276749,274004,270694,266610,262020,257355,252971,248880,244796,239152,231431,222395,213764,205631,196605,187833,179561,173596,167170,160761,154343,150651,147644,144530,140593,138062,136143,134325,131977,130656,130878,131955,133344,133649,134156,134638,135667,136022,135941,135085,134951,134168,134242,134197,134415,134125,133537,132691,132246,131299,130645,129829,129321,128794,128756,128656,128746,128239,128185,128491,129146,130017,130991,132718,134793,136440,137762,139286,141693,144015,146648,149321,152809,156439,160032,162585,165999,170219,174870,178424,181412,184498,186770,188154,189630,191038,192026,192738,193086,194203,194845,195697,Riverside,CA,Condo,lower
13,394976,14,Msa,94498,94764,95100,95759,96421,96932,97471,97998,98632,99194,99755,100302,100869,101431,101989,102525,103045,103551,104018,104496,104983,105515,106077,106562,106981,107355,107804,108257,108648,109110,109620,110271,110758,111241,111644,112136,112595,113101,113532,114042,114527,115077,115599,116197,116906,117603,118199,118699,119146,119772,120539,121444,122540,123671,,,129071,130902,132715,135228,137917,141448,144791,148718,153021,158933,165327,171434,177916,183273,188687,191441,192627,195506,199077,203241,204982,205993,205862,204854,203283,202980,201924,201049,199834,199371,199288,199504,199617,198962,197659,195836,193736,191726,188735,185701,182538,178627,174572,169388,165744,161805,157416,151773,146428,142106,136660,131319,126549,124001,121285,118541,115351,112919,110810,109011,107328,105317,104971,104968,105436,104863,104239,104020,103451,102885,101068,99844,98155,97348,96042,94703,92956,91587,90752,89611,88523,87322,86900,86692,86642,86680,86714,87565,88129,88999,89492,91383,94207,97236,99886,102350,105218,107852,110412,112042,114182,115745,117837,119242,120933,123146,125982,128243,129986,131186,131575,132731,134311,136615,137370,137204,137128,137382,137447,137576,137427,137719,138418,139323,Phoenix,AZ,Condo,lower
14,395078,15,Msa,144429,145091,145644,146731,147801,148712,149688,150446,151139,151717,152378,153200,154133,155101,156073,156917,157503,158100,158624,159375,159917,160667,161266,162153,162858,163616,164229,164653,164903,165063,165431,165897,166355,166757,167093,167190,167596,168041,168994,169831,170967,171936,172922,173996,174930,175875,176490,177377,178407,179517,180629,181927,183621,185585,187352,189008,190535,192088,193805,195767,197944,199743,201875,204314,207269,210760,214436,218499,221893,224970,227933,230899,233205,236159,239135,242996,246486,249817,253019,255937,258517,260742,262155,262978,263505,264704,266887,269588,271610,272843,273165,273682,273664,272584,270749,269066,267604,266039,264399,262273,259711,256711,254095,251116,248126,245276,242420,239608,237235,234599,231796,227944,224866,222198,220573,218942,217615,216778,216638,216408,215173,214004,212903,213100,213292,212539,210617,207909,205641,202911,200414,197986,196200,194838,192864,190870,187390,184833,182066,180248,178150,176168,174398,172811,171743,170108,169326,168800,169835,171422,173301,174707,175920,177563,179628,181403,182535,184461,187003,190332,193367,195955,198651,201232,203759,205751,207400,209350,211587,213590,214564,215305,215846,217784,219154,220213,220502,221651,223329,225595,Seattle,WA,Condo,lower
15,394865,16,Msa,105514,106115,106580,107648,108656,109815,111052,112960,114700,116449,117668,119155,120503,121768,123108,124514,125808,127077,128394,129968,131583,133294,134793,136037,137055,137959,138835,139667,140845,141962,143208,144268,145424,146517,147637,148864,150083,151230,152373,153488,154638,155642,156708,157699,158750,159673,160706,161708,162659,163681,164683,165911,167110,168445,169600,170620,171564,172415,173147,173927,175026,176270,177257,178390,179560,180755,181567,182100,182773,183421,184222,184756,185115,185398,185615,186029,186271,186646,186644,186512,186036,185684,185255,185076,184985,185028,184841,184500,183986,183430,182595,181862,180991,180252,179078,177611,175867,173853,172052,170503,169325,168308,166994,165087,162911,160687,158736,156857,155001,153342,151319,149717,148670,148299,148100,147939,147563,147006,146415,146294,146362,146704,147314,147923,148411,148306,147804,146587,144859,143038,141507,139757,138201,136427,135390,134109,132820,131349,129951,128870,127918,127093,126196,125192,124463,124072,124554,125187,125942,126786,127744,128845,129916,131208,132549,133875,135310,136494,137700,138811,140657,142432,144276,145856,147388,148742,149838,150751,151986,153553,155687,157343,158462,158797,158868,158538,158103,157679,157607,158039,Minneapolis-St Paul,MN,Condo,lower
16,395056,17,Msa,152815,153634,154524,156540,158483,161069,163774,166724,169294,171531,173868,175883,177651,179879,182858,186522,189570,191829,193537,195330,197430,199641,201825,203499,205260,206984,209248,211816,214949,218280,222229,226328,230527,234793,238663,242969,246510,250038,253812,257859,262351,265926,270420,274299,279268,283477,287731,289554,294065,300306,308097,314207,320442,331135,340959,350244,356935,364059,369606,374476,377433,380366,385402,391629,397832,400061,401107,402214,403214,403855,404056,404228,405580,405249,405545,405001,406308,405782,403701,400487,397868,396062,395267,393899,392871,391163,386967,382906,378398,375600,371730,369214,365551,362227,357773,354740,350098,344335,337661,332532,325876,319034,310613,302970,293765,286170,279158,274694,270541,268063,266315,262225,259553,254131,252644,249718,250632,250910,253721,256103,258520,259783,261502,264441,265105,265312,263691,262551,260369,257604,255451,254915,254449,253953,252186,251303,250202,249824,248659,246044,243466,241585,241206,240535,241336,242066,242911,242509,243170,245089,247078,248938,250639,253160,256116,261415,266128,270788,275131,280236,285381,291764,298319,304809,308369,310993,313592,316356,321015,326531,327606,326852,324610,324864,325455,323994,324600,325478,328847,330273,San Diego,CA,Condo,lower
17,395121,18,Msa,64079,64171,64326,64623,64938,65277,65660,66096,66497,66934,67455,67905,68137,68285,68523,68928,69360,69792,70215,70565,70960,71377,71822,72270,72662,73065,73365,73701,74052,74472,74890,75274,75696,76115,76566,76950,77375,77764,78141,78523,78979,79508,79997,80548,81191,81932,82509,83072,83542,84007,84352,84680,85151,85653,86274,86794,87226,87607,88020,88554,89040,89478,89907,90362,90920,91447,91960,92510,93057,93612,94069,94547,94981,95428,95820,96199,96555,96867,97163,97361,97569,97784,98064,98255,98421,98462,98526,98594,98643,98704,98714,98673,98525,98267,97934,97585,97255,97117,96934,96504,95966,95388,94957,94498,94101,93622,93114,92536,92027,91622,91443,91195,90818,90199,89630,89109,88675,88415,88396,88489,88523,88252,87975,87919,87982,87904,87557,87093,86569,85919,85283,84547,83832,83237,82678,82148,81502,80884,80175,79422,78811,78266,77736,77228,76879,76627,76590,76734,77033,77178,77127,76987,76871,76614,76547,76523,76881,77079,77243,77325,77412,77500,77454,77466,77461,77656,77674,77664,77404,77273,77244,77527,78158,78780,79261,79427,79486,79497,79478,79481,St. Louis,MO,Condo,lower
18,395148,19,Msa,63239,63391,63577,64040,64561,65086,65527,66024,66560,67077,67572,68075,68539,69051,69519,70091,70574,71083,71585,72118,72669,73192,73742,74363,74994,75580,76148,76757,77395,78024,78625,79278,79879,80486,81089,81772,82462,83173,83906,84764,85635,86457,87264,88097,88980,89899,90756,91631,92354,93152,94074,95158,96323,97621,99196,100938,102719,104248,105699,107190,108861,110741,112779,115314,117807,120505,123227,126175,129346,131973,134439,136494,138406,140403,142762,145561,147578,149058,149772,150786,151133,151035,150283,149065,148455,148112,147924,147531,146851,145691,143811,141698,139752,137608,135870,133511,131487,128988,127062,124952,122800,120609,118511,116275,114018,111670,109206,106927,104784,102763,100844,98740,97009,95309,93985,92491,91203,90042,89505,88954,88732,88434,88151,87856,87578,87270,86571,85687,84535,83406,82203,81230,80104,78813,77622,76390,75360,74248,73377,72641,72149,72026,71944,71876,71618,71571,71620,71769,71948,72192,72654,73184,73660,74226,74653,75372,76092,77008,77725,78447,79364,80368,81552,82598,83714,84742,85739,86670,87219,87807,88391,88990,89573,89989,90418,90543,90929,91753,92783,93798,Tampa,FL,Condo,lower
19,394358,20,Msa,94815,94947,95132,95493,95875,96225,96529,96911,97295,97717,98006,98318,98573,98797,98961,99317,99656,100208,100724,101408,102014,102525,102937,103335,103855,104513,105196,105844,106637,107502,108442,109430,110427,111439,112430,113469,114409,115292,116151,117188,118282,119565,120875,122233,123614,125021,126446,127789,129041,130204,131389,133008,135021,137191,139110,141421,143868,146432,148838,151140,153259,154820,156652,158881,161698,164729,168104,171982,174872,177616,179514,181858,183745,185863,187919,190418,192696,195017,196817,198071,199156,200007,200462,200647,200957,201508,202127,202546,203033,203457,203783,204157,204202,203959,202895,201768,200964,200777,200790,200179,199170,197696,195895,193916,192144,190630,189364,187812,186238,184666,183144,181383,179338,177849,176662,175845,174707,173819,173136,172438,171996,171641,171579,171846,172255,172293,171677,169988,168091,166058,164192,162360,160879,159754,158832,157743,156856,156064,154985,153809,152661,152003,151263,150728,150004,149915,150102,150530,150726,150568,150273,149899,149702,149681,149904,149985,150332,150858,151990,153015,154029,154708,155419,155994,156768,157486,158585,159358,160023,160335,160354,160720,160673,160742,160338,160202,159841,159638,159546,159679,Baltimore,MD,Condo,lower
